sbsconfig,runnum,target,sbsmagcurr(A),bbmagcurr(A),ebeam_mean(GeV),ebeam_std(GeV),totcharge(C)
14,13307,LD2,1470,750,5.982761260728242,0.0003308881002664,0.0281883
14,13308,LD2,1470,750,5.982658272138613,0.0001860969076439,0.0299594
14,13309,LD2,1470,750,5.982725384516129,0.000296062479888,0.0280194
14,13314,LD2,1470,750,5.982840749559117,0.000256980851491,0.0273605
14,13315,LD2,1470,750,5.983046644047619,0.0003523647553201,0.00857957
14,13316,LD2,1470,750,5.983218700437158,0.0003332421264168,0.00291916
14,13317,LD2,1470,750,5.982878393808695,0.0002564883952742,0.0311946
14,13318,LD2,1470,750,5.982928593857615,0.0002700160619853,0.0324308
14,13319,LD2,1470,750,5.982992085041736,0.0002904985850334,0.0278241
14,13322,LD2,1470,750,5.9827301354033775,0.0003831646220674,0.0259413
14,13323,LD2,1470,750,5.982746981515151,0.0003943546686417,0.0287459
14,13324,LD2,1470,750,5.982743051742737,0.0003369203231617,0.0244182
14,13325,LD2,1470,750,5.982716102678226,0.0003190741612105,0.0274813
14,13342,LD2,1470,750,5.982882524669421,0.0003498133146089,0.0109945
14,13344,LD2,1470,750,5.982802514069767,0.00033911706202,0.0167084
14,13353,LD2,1470,750,5.982537702742857,0.0002384335471949,0.0127035
14,13357,LD2,1470,750,5.982682331940639,0.0004047922265608,0.0407567
14,13358,LD2,1470,750,5.982526695325671,0.0002482689847762,0.0374948
14,13359,LD2,1470,750,5.98257016972826,0.0003069573932027,0.0369504
14,13360,LD2,1470,750,5.982585312247705,0.0003139898841538,0.0446254
14,13361,LD2,1470,750,5.982591622893938,0.0003213765549381,0.0442051
14,13362,LD2,1470,750,5.982556192804123,0.0002546509984295,0.03385
14,13363,LD2,1470,750,5.982746814390582,0.0004744372505451,0.038716
14,13364,LD2,1470,750,5.982880305625001,0.0005120340198722,0.0384291
14,13368,LD2,1470,750,5.982553877233606,0.0004107308716852,0.0322539
14,13369,LD2,1470,750,5.982557242352941,0.0004121650444041,0.0382812
14,13370,LD2,1470,750,5.982489633692308,0.0003534983050728,0.0320141
14,13371,LD2,1470,750,5.98306006464098,0.0005140692712031,0.0160376
14,13372,LD2,1470,750,5.982682411896066,0.0005196471602818,0.0363842
14,13373,LD2,1470,750,5.982520718922717,0.0004336065680205,0.027633
14,13381,LD2,1470,750,5.982632812280701,0.000173165010952,0.0371581
14,13382,LD2,1470,750,5.982677941436266,0.0002841787944154,0.0370806
14,13384,LD2,1470,750,5.982685556156522,0.0003349618490978,0.0369961
14,13385,LD2,1470,750,5.982618854525042,0.0002738465023612,0.0394705
14,13387,LD2,1470,750,5.982654895877192,0.0003432212095523,0.0373004
14,13388,LD2,1470,750,5.982673546380471,0.0003689709072376,0.0379763
14,13389,LD2,1470,750,5.982656314055944,0.0003862760941255,0.0181057
14,13390,LD2,1470,750,5.982632438971962,0.0003248275021261,0.00775722
14,13391,LD2,1470,750,5.98263558980273,0.0003687575087405,0.0431108
14,13392,LD2,1470,750,5.982506465620436,0.0002853869384759,0.00995498
14,13393,LD2,1470,750,5.982642335341506,0.0004343060898742,0.0352998
14,13394,LD2,1470,750,5.983050929183302,0.000506534693062,0.0163465
14,13395,LD2,1470,750,5.982548964999999,0.0003292246822133,0.00932977
14,13398,LD2,1470,750,5.982472161573705,0.0002321215844306,0.0372927
14,13399,LD2,1470,750,5.982425572674418,0.0001710112475103,0.00663063
14,13400,LD2,1470,750,5.9824941643785845,0.0003292819923299,0.0368513
14,13402,LD2,1470,750,5.982499825555554,0.0003750791288638,0.0365041
14,13403,LD2,1470,750,5.982529296414634,0.0003067226478333,0.0294742
14,13406,LD2,1470,750,5.982517197657046,0.0003882811041056,0.0401949
14,13407,LD2,1470,750,5.982520240340314,0.0004059146678229,0.0507153
8,13453,LD2,1470,750,5.982643545865835,0.0003396500710957,0.0129936
8,13454,LD2,1470,750,5.982752776576355,0.0004300340250788,0.00720362
8,13455,LD2,1470,750,5.982699480129869,0.0003912537574127,0.00602724
8,13468,LD2,0,750,5.982681796264151,0.0002952792093855,0.0187287
8,13470,LD2,0,750,5.9827669092960285,0.0003417739734258,0.0177337
8,13472,LD2,0,750,5.98270566966292,0.0003143688964266,0.0180134
8,13473,LD2,0,750,5.9826533596,0.0002438835700171,0.0153094
8,13474,LD2,0,750,5.982857242355289,0.0004228855940348,0.0172702
8,13475,LD2,0,750,5.98278411835,0.0003722996914412,0.0130611
8,13476,LD2,0,750,5.982804293913043,0.0004392199896686,0.0144111
8,13477,LD2,0,750,5.982772262827442,0.0004190809441064,0.01402
8,13478,LD2,0,750,5.982582707112527,0.0003083020431247,0.016932
8,13479,LD2,0,750,5.9826773034090905,0.0004909708036814,0.023661
8,13491,LD2,1470,750,5.982814512525398,0.0005963742819506,0.0145637
8,13492,LD2,1470,750,5.982515005860534,0.0003550033757361,0.0224178
8,13493,LD2,1470,750,5.982503903641703,0.0003978449051158,0.0229619
8,13494,LD2,1470,750,5.982460089414634,0.0003916587681588,0.0207908
8,13495,LD2,1470,750,5.982450293803418,0.0003873562614101,0.0207388
8,13496,LD2,1470,750,5.982541395776397,0.0004385485447524,0.0222477
8,13497,LD2,1470,750,5.982442544330707,0.0003562479104185,0.00874004
8,13502,LD2,1470,750,5.982732962207084,0.0003773167175689,0.0187394
8,13503,LD2,1470,750,5.98267532802985,0.0003732899995822,0.019539
8,13504,LD2,1470,750,5.982761044732333,0.0004224945155896,0.0196494
8,13505,LD2,1470,750,5.982642991174089,0.0003440007203049,0.0203213
8,13544,LD2,2100,750,5.982373536908212,0.0002941970870739,0.0185654
8,13545,LD2,2100,750,5.98236286290909,0.000307773695299,0.0185414
8,13546,LD2,2100,750,5.982305135699999,0.0002394616801297,0.0186643
8,13547,LD2,2100,750,5.9824143246188335,0.0004330932818393,0.0186687
8,13548,LD2,2100,750,5.982358085432098,0.0004351486974564,0.0203038
8,13549,LD2,2100,750,5.982469507391304,0.00051691986434,0.0258088
8,13550,LD2,2100,750,5.982523649760479,0.0004845654286016,0.0145543
8,13551,LD2,2100,750,5.982948373928571,0.0005365958244775,0.00135941
8,13552,LD2,2100,750,5.982616552477064,0.0004077493912437,0.00819816
8,13554,LD2,2100,750,5.983085293582676,0.0005126511732679,0.00450273
8,13556,LD2,2100,750,5.982425204585366,0.0003581203889897,0.015489
8,13557,LD2,2100,750,5.982699785566501,0.0005678775280647,0.00949024
8,13558,LD2,1470,750,5.982504277434944,0.0004708608269417,0.0154759
8,13559,LD2,1470,750,5.982416441670378,0.0004231629630879,0.0149266
8,13560,LD2,1470,750,5.982349900843749,0.0004565089702338,0.0150673
8,13561,LD2,1470,750,5.982383085287672,0.000475880104939,0.0156886
8,13562,LD2,1470,750,5.98228494135321,0.000452149233263,0.0147391
8,13563,LD2,1470,750,5.982157697305195,0.0003020342529092,0.0151036
8,13564,LD2,1470,750,5.982053923431733,0.0002646682758202,0.0152117
8,13565,LD2,1470,750,5.982263209635761,0.0004571229902661,0.0144923
8,13566,LD2,1470,750,5.982238082089202,0.000426544299387,0.0192713
8,13567,LD2,1470,750,5.9822572061269135,0.0003179339376172,0.0164282
8,13568,LD2,1470,750,5.982340111145833,0.0004461399611416,0.016087
8,13569,LD2,1470,750,5.982311601192308,0.000347268179432,0.0160593
8,13570,LD2,1470,750,5.982322715594713,0.000282229994329,0.015272
8,13571,LD2,1470,750,5.982309526860987,0.0001946823342439,0.0156484
8,13581,LD2,1050,750,5.982639129421052,0.0005049020896317,0.0105143
8,13582,LD2,1050,750,5.9827721929216855,0.0004689093826185,0.0182867
8,13583,LD2,1050,750,5.98253963273913,0.0002938103279067,0.0184525
8,13584,LD2,1050,750,5.982526752969348,0.0002779541191569,0.018542
8,13585,LD2,1050,750,5.9826914596091205,0.0003396058879636,0.0196272
8,13586,LD2,1050,750,5.982716438394496,0.0002679994770929,0.00736861
8,13587,LD2,1470,750,5.982673751082568,0.0002690101598933,0.0191965
8,13588,LD2,1470,750,5.98304493410287,0.0003624382667819,0.0189745
8,13589,LD2,1470,750,5.982918813918128,0.0003348839182245,0.0187461
8,13590,LD2,1470,750,5.983130124315789,0.0002481833359516,0.00224019
8,13591,LD2,1470,750,5.982870619899832,0.000194811663785,0.0210237
8,13592,LD2,1470,750,5.983418623443858,0.0001236921409629,0.00101527
8,13593,LD2,1470,750,5.9829610332844565,0.0004425274686933,0.00736507
8,13596,LD2,1470,750,5.982502058697571,0.0002987054692205,0.0158561
8,13597,LD2,1470,750,5.982405472225432,0.0002708439297529,0.012419
8,13608,LD2,1470,750,5.982531132619589,0.0004312607343686,0.0153782
8,13609,LD2,1470,750,5.982602214157303,0.0004265825830784,0.0150801
8,13610,LD2,1470,750,5.982570976650246,0.0004183904465446,0.0153057
8,13612,LD2,1470,750,5.982444320321781,0.0002309637151293,0.0188852
8,13613,LD2,1470,750,5.982540574976302,0.0003450990538418,0.0161684
8,13614,LD2,1470,750,5.982673965746269,0.0004496960949623,0.00424375
8,13615,LD2,1470,750,5.982540911138353,0.0003664347402666,0.0202006
8,13616,LD2,1470,750,5.982529653931947,0.0003111833738135,0.0196534
8,13617,LD2,1470,750,5.98250471264,0.0002036254448644,0.020033
8,13618,LD2,1470,750,5.982571941167001,0.0002061451319571,0.0200305
8,13619,LD2,1470,750,5.983351628947367,0.0002591179671546,0.00167564
8,13620,LD2,1470,750,5.982863350124416,0.0003953574879973,0.0181309
9,13660,LD2,1470,750,4.026795286433333,0.0001332396115533,0.00254258
9,13661,LD2,1470,750,4.02684096868421,8.886330131651192e-05,0.0193945
9,13662,LD2,1470,750,4.0268069713833325,0.0001243230788914,0.0183652
9,13664,LD2,1470,750,4.026864864052133,8.360649307004584e-05,0.0150998
9,13665,LD2,1470,750,4.026779732894737,0.0001542042791644,0.0092472
9,13666,LD2,1470,750,4.0267664139325845,0.000170753372176,0.0120509
9,13677,LD2,1470,750,4.02677702911833,8.334276431076794e-05,0.0309116
9,13678,LD2,1470,750,4.026681167581395,0.0001121028826146,0.026066
9,13679,LD2,1470,750,4.0267657719642855,7.69328941852886e-05,0.0305753
9,13680,LD2,1470,750,4.026772466467781,6.157871853928155e-05,0.0300274
9,13681,LD2,1470,750,4.026783804679089,5.6197072940720864e-05,0.0352728
9,13682,LD2,1470,750,4.026724875833333,9.525482980984046e-05,0.00211999
9,13684,LD2,1470,750,4.026738838981132,6.061480241878106e-05,0.0371281
9,13685,LD2,1470,750,4.02672267142056,6.73407152760197e-05,0.036081
9,13686,LD2,1470,750,4.026704107307343,9.601907997293182e-05,0.0615844
9,13687,LD2,1470,750,4.0267588441,7.827191691877474e-05,0.0617675
9,13688,LD2,1470,750,4.026737713080459,5.426711861160223e-05,0.0311507
9,13689,LD2,1470,750,4.026749192153845,3.03564477035796e-05,0.00493796
9,13694,LD2,1470,750,4.026711440330578,6.587715647705255e-05,0.0615296
9,13695,LD2,1470,750,4.0267352401666665,4.703025388749868e-05,0.0173658
9,13698,LD2,1470,750,4.026634478,9.637587458357844e-05,0.00190175
9,13699,LD2,1470,750,4.026634163067568,9.591944280700688e-05,0.0199993
9,13700,LD2,1470,750,4.026611614179104,0.0001081208220733,0.0149371
9,13710,LD2,1470,750,4.026838165135135,6.29439848072329e-05,0.00832891
9,13711,LD2,1470,750,4.0268545971666665,6.344850417191549e-05,0.00522394
9,13712,LD2,1470,750,4.026855598964029,9.062064174828468e-05,0.0758542
9,13714,LD2,1470,750,4.026908690655738,7.725709898319964e-05,0.0749529
9,13715,LD2,1470,750,4.026943985273159,8.770159485171783e-05,0.0742229
9,13716,LD2,1470,750,4.0269639726621165,0.0001289192904098,0.0735536
9,13717,LD2,1470,750,4.026966912360515,0.000149564393775,0.0187537
9,13721,LD2,1470,750,4.026929478691407,0.0001050118146107,0.0435925
9,13723,LD2,1470,750,4.0269953564653465,0.0001407357627775,0.0850759
9,13724,LD2,1470,750,4.027077439885714,0.0002077464614103,0.0145017
9,13727,LD2,1470,750,4.0270193041980615,0.0001785173531135,0.0737204
9,13728,LD2,1470,750,4.027010746383721,0.0001194216506743,0.0738623
9,13729,LD2,1470,750,4.0269777999709575,0.0002013617303301,0.0762218
9,13731,LD2,1470,750,4.027007567512639,0.0001904615032919,0.0756742
9,13732,LD2,1470,750,4.026923761001564,0.0002261128363807,0.0809645
9,13734,LD2,1470,750,4.027004255216907,0.000131669268948,0.0725146
9,13736,LD2,1470,750,4.027001589400631,0.0001272795956919,0.0769201
9,13737,LD2,1470,750,4.026836957449276,0.0003674775616785,0.0237798
9,13746,LD2,1470,750,4.0264374557494405,0.0007185987537811,0.0546688
9,13748,LD2,1470,750,4.026703214578791,0.0005688601493222,0.0776923
9,13749,LD2,1470,750,4.0267453990662645,0.0005046120284139,0.0525515
9,13753,LD2,1470,750,4.026415874608599,0.0007400320509805,0.0540108
9,13754,LD2,1470,750,4.025650780346535,0.0005972195820514,0.00356059
9,13755,LD2,1470,750,4.026708501999999,0.0006253021243648,0.0442855
9,13756,LD2,1470,750,4.0265116656521736,0.000706460918509,0.00147932
9,13757,LD2,1470,750,4.02699108875,4.7875085778161285e-05,0.00147072
9,13758,LD2,1470,750,4.027001536666666,3.446808268211077e-05,0.00146646
9,13760,LD2,1470,750,4.026980808,1.7289545643952743e-05,0.00144441
9,13761,LD2,1470,750,4.027023602666667,2.782351304403691e-05,0.00146737
9,13764,LD2,1470,750,4.026759002874495,0.0005713283894197,0.0379567
9,13765,LD2,1470,750,4.026865345,0.0004483753754044,0.0397089
9,13766,LD2,1470,750,4.026943961861472,0.0003064275547091,0.0400685
9,13767,LD2,1470,750,4.026822217372092,0.0005334058461953,0.0340459
9,13770,LD2,1470,750,4.026833354566116,0.0004919929073491,0.0406726
9,13771,LD2,1470,750,4.026965312110092,0.0002256722545799,0.00980597
9,13773,LD2,1470,750,4.026556613547297,0.000730366348924,0.0390088
9,13775,LD2,1470,750,4.026056335682382,0.0008193848737517,0.0144313
9,13776,LD2,1470,750,4.026897434932936,0.0004665852249361,0.0565864
9,13777,LD2,1470,750,4.026794435359342,0.0005531932107568,0.0388474
9,13778,LD2,1470,750,4.026801277066531,0.0005377315461491,0.0791555
9,13779,LD2,1470,750,4.02679502074795,0.0005345584178218,0.0785586
9,13793,LD2,1470,750,4.026579532630057,0.0007028761256982,0.0240071
9,13797,LD2,1470,750,4.026945807965117,0.0002607840087813,0.045499
9,13798,LD2,1470,750,4.026957582568807,0.0002825053840274,0.0383296
9,13799,LD2,1470,750,4.02662034370297,0.0006770460940745,0.035655
